"arc_length","alpha.water","p_rgh"
0.002905,1.00000000e+00,2.26263824e+02
0.00291,1.00000000e+00,2.25938995e+02
0.002915,1.00000000e+00,2.25614197e+02
0.00292,1.00000000e+00,2.25289368e+02
0.002925,1.00000000e+00,2.24964539e+02
0.00293,1.00000000e+00,2.24639709e+02
0.002935,1.00000000e+00,2.24314880e+02
0.00294,1.00000000e+00,2.23990051e+02
0.002945,1.00000000e+00,2.23665237e+02
0.00295,1.00000000e+00,2.23340408e+02
0.002955,1.00000000e+00,2.23017609e+02
0.00296,1.00000000e+00,2.22694809e+02
0.002965,1.00000000e+00,2.22372009e+02
0.00297,1.00000000e+00,2.22049194e+02
0.002975,1.00000000e+00,2.21726410e+02
0.00298,1.00000000e+00,2.21403610e+02
0.002985,1.00000000e+00,2.21080811e+02
0.00299,1.00000000e+00,2.20757996e+02
0.002995,1.00000000e+00,2.20435196e+02
0.003,1.00000000e+00,2.20112396e+02
0.003005,1.00000000e+00,2.19793900e+02
0.00301,1.00000000e+00,2.19475388e+02
0.003015,1.00000000e+00,2.19156876e+02
0.00302,1.00000000e+00,2.18838364e+02
0.003025,1.00000000e+00,2.18519852e+02
0.00303,1.00000000e+00,2.18201340e+02
0.003035,1.00000000e+00,2.17882843e+02
0.00304,1.00000000e+00,2.17564331e+02
0.003045,1.00000000e+00,2.17245819e+02
0.00305,1.00000000e+00,2.16927307e+02
0.003055,1.00000000e+00,2.16613403e+02
0.00306,1.00000000e+00,2.16299500e+02
0.003065,1.00000000e+00,2.15985611e+02
0.00307,1.00000000e+00,2.15671722e+02
0.003075,1.00000000e+00,2.15357819e+02
0.00308,1.00000000e+00,2.15043915e+02
0.003085,1.00000000e+00,2.14730011e+02
0.00309,1.00000000e+00,2.14416107e+02
0.003095,1.00000000e+00,2.14102219e+02
0.0031,1.00000000e+00,2.13788315e+02
0.003105,1.00000000e+00,2.13478394e+02
0.00311,1.00000000e+00,2.13168472e+02
0.003115,1.00000000e+00,2.12858551e+02
0.00312,1.00000000e+00,2.12548630e+02
0.003125,1.00000000e+00,2.12238724e+02
0.00313,1.00000000e+00,2.11928802e+02
0.003135,1.00000000e+00,2.11618881e+02
0.00314,1.00000000e+00,2.11308945e+02
0.003145,1.00000000e+00,2.10999023e+02
0.00315,1.00000000e+00,2.10689102e+02
0.003155,1.00000000e+00,2.10382370e+02
0.00316,1.00000000e+00,2.10075668e+02
0.003165,1.00000000e+00,2.09768936e+02
0.00317,1.00000000e+00,2.09462204e+02
0.003175,1.00000000e+00,2.09155487e+02
0.00318,1.00000000e+00,2.08848755e+02
0.003185,1.00000000e+00,2.08542023e+02
0.00319,1.00000000e+00,2.08235306e+02
0.003195,1.00000000e+00,2.07928589e+02
0.0032,1.00000000e+00,2.07621857e+02
0.003205,1.00000000e+00,2.07317581e+02
0.00321,1.00000000e+00,2.07013290e+02
0.003215,1.00000000e+00,2.06709015e+02
0.00322,1.00000000e+00,2.06404739e+02
0.003225,1.00000000e+00,2.06100464e+02
0.00323,1.00000000e+00,2.05796173e+02
0.003235,1.00000000e+00,2.05491898e+02
0.00324,1.00000000e+00,2.05187607e+02
0.003245,1.00000000e+00,2.04883331e+02
0.00325,1.00000000e+00,2.04579056e+02
0.003255,1.00000000e+00,2.04276566e+02
0.00326,1.00000000e+00,2.03974091e+02
0.003265,1.00000000e+00,2.03671600e+02
0.00327,1.00000000e+00,2.03369110e+02
0.003275,1.00000000e+00,2.03066620e+02
0.00328,1.00000000e+00,2.02764145e+02
0.003285,1.00000000e+00,2.02461655e+02
0.00329,1.00000000e+00,2.02159180e+02
0.003295,1.00000000e+00,2.01856689e+02
0.0033,1.00000000e+00,2.01554199e+02
0.003305,1.00000000e+00,2.01253021e+02
0.00331,1.00000000e+00,2.00951859e+02
0.003315,1.00000000e+00,2.00650681e+02
0.00332,1.00000000e+00,2.00349503e+02
0.003325,1.00000000e+00,2.00048325e+02
0.00333,1.00000000e+00,1.99747147e+02
0.003335,1.00000000e+00,1.99445969e+02
0.00334,1.00000000e+00,1.99144806e+02
0.003345,1.00000000e+00,1.98843628e+02
0.00335,1.00000000e+00,1.98542450e+02
0.003355,1.00000000e+00,1.98242157e+02
0.00336,1.00000000e+00,1.97941864e+02
0.003365,1.00000000e+00,1.97641571e+02
0.00337,1.00000000e+00,1.97341278e+02
0.003375,1.00000000e+00,1.97040985e+02
0.00338,1.00000000e+00,1.96740692e+02
0.003385,1.00000000e+00,1.96440384e+02
0.00339,1.00000000e+00,1.96140091e+02
0.003395,1.00000000e+00,1.95839798e+02
0.0034,1.00000000e+00,1.95539520e+02
0.003405,1.00000000e+00,1.95239807e+02
0.00341,1.00000000e+00,1.94940094e+02
0.003415,1.00000000e+00,1.94640381e+02
0.00342,1.00000000e+00,1.94340668e+02
0.003425,1.00000000e+00,1.94040955e+02
0.00343,1.00000000e+00,1.93741257e+02
0.003435,1.00000000e+00,1.93441544e+02
0.00344,1.00000000e+00,1.93141830e+02
0.003445,1.00000000e+00,1.92842117e+02
0.00345,1.00000000e+00,1.92542404e+02
0.003455,1.00000000e+00,1.92243088e+02
0.00346,1.00000000e+00,1.91943771e+02
0.003465,1.00000000e+00,1.91644470e+02
0.00347,1.00000000e+00,1.91345154e+02
0.003475,1.00000000e+00,1.91045837e+02
0.00348,1.00000000e+00,1.90746521e+02
0.003485,1.00000000e+00,1.90447205e+02
0.00349,1.00000000e+00,1.90147888e+02
0.003495,1.00000000e+00,1.89848587e+02
0.0035,1.00000000e+00,1.89549271e+02
0.003505,1.00000000e+00,1.89250244e+02
0.00351,1.00000000e+00,1.88951233e+02
0.003515,1.00000000e+00,1.88652222e+02
0.00352,1.00000000e+00,1.88353210e+02
0.003525,1.00000000e+00,1.88054214e+02
0.00353,1.00000000e+00,1.87755203e+02
0.003535,1.00000000e+00,1.87456192e+02
0.00354,1.00000000e+00,1.87157181e+02
0.003545,1.00000000e+00,1.86858170e+02
0.00355,1.00000000e+00,1.86559158e+02
0.003555,1.00000000e+00,1.86260376e+02
0.00356,1.00000000e+00,1.85961578e+02
0.003565,1.00000000e+00,1.85662796e+02
0.00357,1.00000000e+00,1.85363998e+02
0.003575,1.00000000e+00,1.85065201e+02
0.00358,1.00000000e+00,1.84766418e+02
0.003585,1.00000000e+00,1.84467636e+02
0.00359,1.00000000e+00,1.84168839e+02
0.003595,1.00000000e+00,1.83870056e+02
0.0036,1.00000000e+00,1.83571259e+02
0.003605,1.00000000e+00,1.83272629e+02
0.00361,1.00000000e+00,1.82973999e+02
0.003615,1.00000000e+00,1.82675369e+02
0.00362,1.00000000e+00,1.82376740e+02
0.003625,1.00000000e+00,1.82078110e+02
0.00363,1.00000000e+00,1.81779480e+02
0.003635,1.00000000e+00,1.81480850e+02
0.00364,1.00000000e+00,1.81182220e+02
0.003645,1.00000000e+00,1.80883591e+02
0.00365,1.00000000e+00,1.80584961e+02
0.003655,1.00000000e+00,1.80286407e+02
0.00366,1.00000000e+00,1.79987869e+02
0.003665,1.00000000e+00,1.79689316e+02
0.00367,1.00000000e+00,1.79390778e+02
0.003675,1.00000000e+00,1.79092239e+02
0.00368,1.00000000e+00,1.78793686e+02
0.003685,1.00000000e+00,1.78495148e+02
0.00369,1.00000000e+00,1.78196594e+02
0.003695,1.00000000e+00,1.77898041e+02
0.0037,1.00000000e+00,1.77599503e+02
0.003705,1.00000000e+00,1.77301056e+02
0.00371,1.00000000e+00,1.77002594e+02
0.003715,1.00000000e+00,1.76704132e+02
0.00372,1.00000000e+00,1.76405685e+02
0.003725,1.00000000e+00,1.76107224e+02
0.00373,1.00000000e+00,1.75808762e+02
0.003735,1.00000000e+00,1.75510315e+02
0.00374,1.00000000e+00,1.75211868e+02
0.003745,1.00000000e+00,1.74913406e+02
0.00375,1.00000000e+00,1.74614944e+02
0.003755,1.00000000e+00,1.74316589e+02
0.00376,1.00000000e+00,1.74018219e+02
0.003765,1.00000000e+00,1.73719864e+02
0.00377,1.00000000e+00,1.73421509e+02
0.003775,1.00000000e+00,1.73123154e+02
0.00378,1.00000000e+00,1.72824783e+02
0.003785,1.00000000e+00,1.72526428e+02
0.00379,1.00000000e+00,1.72228073e+02
0.003795,1.00000000e+00,1.71929703e+02
0.0038,1.00000000e+00,1.71631363e+02
0.003805,1.00000000e+00,1.71333023e+02
0.00381,1.00000000e+00,1.71034683e+02
0.003815,1.00000000e+00,1.70736343e+02
0.00382,1.00000000e+00,1.70438019e+02
0.003825,1.00000000e+00,1.70139679e+02
0.00383,1.00000000e+00,1.69841354e+02
0.003835,1.00000000e+00,1.69543015e+02
0.00384,1.00000000e+00,1.69244675e+02
0.003845,1.00000000e+00,1.68946335e+02
0.00385,1.00000000e+00,1.68648010e+02
0.003855,1.00000000e+00,1.68349670e+02
0.00386,1.00000000e+00,1.68051346e+02
0.003865,1.00000000e+00,1.67753006e+02
0.00387,1.00000000e+00,1.67454666e+02
0.003875,1.00000000e+00,1.67156326e+02
0.00388,1.00000000e+00,1.66857986e+02
0.003885,1.00000000e+00,1.66559647e+02
0.00389,1.00000000e+00,1.66261322e+02
0.003895,1.00000000e+00,1.65962982e+02
0.0039,1.00000000e+00,1.65664642e+02
0.003905,1.00000000e+00,1.65366287e+02
0.00391,1.00000000e+00,1.65067917e+02
0.003915,1.00000000e+00,1.64769562e+02
0.00392,1.00000000e+00,1.64471176e+02
0.003925,1.00000000e+00,1.64172821e+02
0.00393,1.00000000e+00,1.63874435e+02
0.003935,1.00000000e+00,1.63576096e+02
0.00394,1.00000000e+00,1.63277740e+02
0.003945,1.00000000e+00,1.62979355e+02
0.00395,1.00000000e+00,1.62681000e+02
0.003955,1.00000000e+00,1.62382538e+02
0.00396,1.00000000e+00,1.62084106e+02
0.003965,1.00000000e+00,1.61785660e+02
0.00397,1.00000000e+00,1.61487198e+02
0.003975,1.00000000e+00,1.61188766e+02
0.00398,1.00000000e+00,1.60890305e+02
0.003985,1.00000000e+00,1.60591873e+02
0.00399,1.00000000e+00,1.60293396e+02
0.003995,1.00000000e+00,1.59994965e+02
0.004,1.00000000e+00,1.59696533e+02
0.004005,1.00000000e+00,1.59398010e+02
0.00401,1.00000000e+00,1.59099518e+02
0.004015,1.00000000e+00,1.58801010e+02
0.00402,1.00000000e+00,1.58502518e+02
0.004025,1.00000000e+00,1.58204025e+02
0.00403,1.00000000e+00,1.57905502e+02
0.004035,1.00000000e+00,1.57607010e+02
0.00404,1.00000000e+00,1.57308502e+02
0.004045,1.00000000e+00,1.57010010e+02
0.00405,1.00000000e+00,1.56711487e+02
0.004055,1.00000000e+00,1.56413025e+02
0.00406,1.00000000e+00,1.56114548e+02
0.004065,1.00000000e+00,1.55816055e+02
0.00407,1.00000000e+00,1.55517593e+02
0.004075,1.00000000e+00,1.55219086e+02
0.00408,1.00000000e+00,1.54920624e+02
0.004085,1.00000000e+00,1.54622131e+02
0.00409,1.00000000e+00,1.54323654e+02
0.004095,1.00000000e+00,1.54025192e+02
0.0041,1.00000000e+00,1.53726700e+02
0.004105,1.00000000e+00,1.53428268e+02
0.00411,1.00000000e+00,1.53129822e+02
0.004115,1.00000000e+00,1.52831390e+02
0.00412,1.00000000e+00,1.52532974e+02
0.004125,1.00000000e+00,1.52234528e+02
0.00413,1.00000000e+00,1.51936096e+02
0.004135,1.00000000e+00,1.51637650e+02
0.00414,1.00000000e+00,1.51339218e+02
0.004145,1.00000000e+00,1.51040771e+02
0.00415,1.00000000e+00,1.50742340e+02
0.004155,1.00000000e+00,1.50443970e+02
0.00416,1.00000000e+00,1.50145569e+02
0.004165,1.00000000e+00,1.49847198e+02
0.00417,1.00000000e+00,1.49548798e+02
0.004175,1.00000000e+00,1.49250427e+02
0.00418,1.00000000e+00,1.48952057e+02
0.004185,1.00000000e+00,1.48653656e+02
0.00419,1.00000000e+00,1.48355286e+02
0.004195,1.00000000e+00,1.48056885e+02
0.0042,1.00000000e+00,1.47758514e+02
0.004205,1.00000000e+00,1.47460144e+02
0.00421,1.00000000e+00,1.47161804e+02
0.004215,1.00000000e+00,1.46863464e+02
0.00422,1.00000000e+00,1.46565109e+02
0.004225,1.00000000e+00,1.46266769e+02
0.00423,1.00000000e+00,1.45968399e+02
0.004235,1.00000000e+00,1.45670074e+02
0.00424,1.00000000e+00,1.45371735e+02
0.004245,1.00000000e+00,1.45073364e+02
0.00425,1.00000000e+00,1.44775024e+02
0.004255,1.00000000e+00,1.44476669e+02
0.00426,1.00000000e+00,1.44178329e+02
0.004265,1.00000000e+00,1.43879959e+02
0.00427,1.00000000e+00,1.43581619e+02
0.004275,1.00000000e+00,1.43283279e+02
0.00428,1.00000000e+00,1.42984909e+02
0.004285,1.00000000e+00,1.42686569e+02
0.00429,1.00000000e+00,1.42388199e+02
0.004295,1.00000000e+00,1.42089859e+02
0.0043,1.00000000e+00,1.41791519e+02
0.004305,1.00000000e+00,1.41493103e+02
0.00431,1.00000000e+00,1.41194717e+02
0.004315,1.00000000e+00,1.40896301e+02
0.00432,1.00000000e+00,1.40597916e+02
0.004325,1.00000000e+00,1.40299500e+02
0.00433,1.00000000e+00,1.40001099e+02
0.004335,1.00000000e+00,1.39702713e+02
0.00434,1.00000000e+00,1.39404297e+02
0.004345,1.00000000e+00,1.39105911e+02
0.00435,1.00000000e+00,1.38807495e+02
0.004355,1.00000000e+00,1.38509033e+02
0.00436,1.00000000e+00,1.38210571e+02
0.004365,1.00000000e+00,1.37912094e+02
0.00437,1.00000000e+00,1.37613632e+02
0.004375,1.00000000e+00,1.37315140e+02
0.00438,1.00000000e+00,1.37016693e+02
0.004385,1.00000000e+00,1.36718201e+02
0.00439,1.00000000e+00,1.36419739e+02
0.004395,1.00000000e+00,1.36121277e+02
0.0044,1.00000000e+00,1.35822800e+02
0.004405,1.00000000e+00,1.35524261e+02
0.00441,1.00000000e+00,1.35225708e+02
0.004415,1.00000000e+00,1.34927170e+02
0.00442,1.00000000e+00,1.34628601e+02
0.004425,1.00000000e+00,1.34330078e+02
0.00443,1.00000000e+00,1.34031540e+02
0.004435,1.00000000e+00,1.33732971e+02
0.00444,1.00000000e+00,1.33434433e+02
0.004445,1.00000000e+00,1.33135880e+02
0.00445,1.00000000e+00,1.32837341e+02
0.004455,1.00000000e+00,1.32538803e+02
0.00446,1.00000000e+00,1.32240250e+02
0.004465,1.00000000e+00,1.31941711e+02
0.00447,1.00000000e+00,1.31643158e+02
0.004475,1.00000000e+00,1.31344620e+02
0.00448,1.00000000e+00,1.31046051e+02
0.004485,1.00000000e+00,1.30747528e+02
0.00449,1.00000000e+00,1.30448990e+02
0.004495,1.00000000e+00,1.30150421e+02
0.0045,1.00000000e+00,1.29851898e+02
0.004505,1.00000000e+00,1.29553375e+02
0.00451,1.00000000e+00,1.29254898e+02
0.004515,1.00000000e+00,1.28956406e+02
0.00452,1.00000000e+00,1.28657898e+02
0.004525,1.00000000e+00,1.28359406e+02
0.00453,1.00000000e+00,1.28060898e+02
0.004535,1.00000000e+00,1.27762413e+02
0.00454,1.00000000e+00,1.27463898e+02
0.004545,1.00000000e+00,1.27165413e+02
0.00455,1.00000000e+00,1.26866928e+02
0.004555,1.00000000e+00,1.26568382e+02
0.00456,1.00000000e+00,1.26269867e+02
0.004565,1.00000000e+00,1.25971329e+02
0.00457,1.00000000e+00,1.25672813e+02
0.004575,1.00000000e+00,1.25374306e+02
0.00458,1.00000000e+00,1.25075760e+02
0.004585,1.00000000e+00,1.24777245e+02
0.00459,1.00000000e+00,1.24478706e+02
0.004595,1.00000000e+00,1.24180191e+02
0.0046,1.00000000e+00,1.23881653e+02
0.004605,1.00000000e+00,1.23583138e+02
0.00461,1.00000000e+00,1.23284622e+02
0.004615,1.00000000e+00,1.22986084e+02
0.00462,1.00000000e+00,1.22687569e+02
0.004625,1.00000000e+00,1.22389023e+02
0.00463,1.00000000e+00,1.22090508e+02
0.004635,1.00000000e+00,1.21792000e+02
0.00464,1.00000000e+00,1.21493454e+02
0.004645,1.00000000e+00,1.21194939e+02
0.00465,1.00000000e+00,1.20896400e+02
0.004655,1.00000000e+00,1.20597931e+02
0.00466,1.00000000e+00,1.20299431e+02
0.004665,1.00000000e+00,1.20000961e+02
0.00467,1.00000000e+00,1.19702499e+02
0.004675,1.00000000e+00,1.19403999e+02
0.00468,1.00000000e+00,1.19105530e+02
0.004685,1.00000000e+00,1.18807037e+02
0.00469,1.00000000e+00,1.18508568e+02
0.004695,1.00000000e+00,1.18210068e+02
0.0047,1.00000000e+00,1.17911598e+02
0.004705,1.00000000e+00,1.17613174e+02
0.00471,1.00000000e+00,1.17314720e+02
0.004715,1.00000000e+00,1.17016296e+02
0.00472,1.00000000e+00,1.16717850e+02
0.004725,1.00000000e+00,1.16419426e+02
0.00473,1.00000000e+00,1.16121002e+02
0.004735,1.00000000e+00,1.15822548e+02
0.00474,1.00000000e+00,1.15524124e+02
0.004745,1.00000000e+00,1.15225670e+02
0.00475,1.00000000e+00,1.14927246e+02
0.004755,1.00000000e+00,1.14628845e+02
0.00476,1.00000000e+00,1.14330475e+02
0.004765,1.00000000e+00,1.14032104e+02
0.00477,1.00000000e+00,1.13733711e+02
0.004775,1.00000000e+00,1.13435341e+02
0.00478,1.00000000e+00,1.13136940e+02
0.004785,1.00000000e+00,1.12838570e+02
0.00479,1.00000000e+00,1.12540199e+02
0.004795,1.00000000e+00,1.12241798e+02
0.0048,1.00000000e+00,1.11943428e+02
0.004805,1.00000000e+00,1.11645012e+02
0.00481,1.00000000e+00,1.11346619e+02
0.004815,1.00000000e+00,1.11048203e+02
0.00482,1.00000000e+00,1.10749817e+02
0.004825,1.00000000e+00,1.10451424e+02
0.00483,1.00000000e+00,1.10153008e+02
0.004835,1.00000000e+00,1.09854622e+02
0.00484,1.00000000e+00,1.09556206e+02
0.004845,1.00000000e+00,1.09257812e+02
0.00485,1.00000000e+00,1.08959427e+02
0.004855,1.00000000e+00,1.08660896e+02
0.00486,1.00000000e+00,1.08362389e+02
0.004865,1.00000000e+00,1.08063858e+02
0.00487,1.00000000e+00,1.07765358e+02
0.004875,1.00000000e+00,1.07466827e+02
0.00488,1.00000000e+00,1.07168320e+02
0.004885,1.00000000e+00,1.06869820e+02
0.00489,1.00000000e+00,1.06571289e+02
0.004895,1.00000000e+00,1.06272781e+02
0.0049,1.00000000e+00,1.05974251e+02
0.004905,1.00000000e+00,1.05675606e+02
0.00491,1.00000000e+00,1.05376953e+02
0.004915,1.00000000e+00,1.05078278e+02
0.00492,1.00000000e+00,1.04779633e+02
0.004925,1.00000000e+00,1.04480957e+02
0.00493,1.00000000e+00,1.04182304e+02
0.004935,1.00000000e+00,1.03883629e+02
0.00494,1.00000000e+00,1.03584976e+02
0.004945,1.00000000e+00,1.03286331e+02
0.00495,1.00000000e+00,1.02987656e+02
0.004955,1.00000000e+00,1.02688896e+02
0.00496,1.00000000e+00,1.02390121e+02
0.004965,1.00000000e+00,1.02091362e+02
0.00497,1.00000000e+00,1.01792610e+02
0.004975,1.00000000e+00,1.01493828e+02
0.00498,1.00000000e+00,1.01195076e+02
0.004985,1.00000000e+00,1.00896294e+02
0.00499,1.00000000e+00,1.00597534e+02
0.004995,1.00000000e+00,1.00298752e+02
0.005,1.00000000e+00,1.00000000e+02
