"arc_length","alpha.water","p_rgh","P","S0"
0.00209,-2.09645965e-17,9.52733948e+02,9.51019260e+02,1.80590680e-06
0.002095,-2.15503363e-17,9.52356018e+02,9.51019260e+02,1.80590680e-06
0.0021,-2.21361010e-17,9.51978027e+02,9.51019260e+02,1.80590680e-06
0.002105,-2.28294917e-17,9.51577576e+02,9.49518083e+02,3.68077425e-06
0.00211,-2.35228825e-17,9.51177185e+02,9.49518083e+02,3.68077425e-06
0.002115,-2.42162733e-17,9.50776733e+02,9.49518083e+02,3.68077425e-06
0.00212,-2.49096640e-17,9.50376282e+02,9.49518083e+02,3.68077425e-06
0.002125,-2.56030548e-17,9.49975891e+02,9.48015653e+02,7.49696317e-06
0.00213,-2.62964125e-17,9.49575500e+02,9.48015653e+02,7.49696317e-06
0.002135,-2.69898032e-17,9.49175049e+02,9.48015653e+02,7.49696317e-06
0.00214,-2.76831940e-17,9.48774597e+02,9.48015653e+02,7.49696317e-06
0.002145,-2.83765864e-17,9.48374207e+02,9.48015653e+02,7.49696317e-06
0.00215,-2.90699755e-17,9.47973755e+02,9.46510637e+02,1.52614087e-05
0.002155,-2.98028344e-17,9.47555237e+02,9.46510637e+02,1.52614087e-05
0.00216,-3.05356602e-17,9.47136719e+02,9.46510637e+02,1.52614087e-05
0.002165,-3.12685190e-17,9.46718201e+02,9.46510637e+02,1.52614087e-05
0.00217,-3.20013779e-17,9.46299683e+02,9.46510637e+02,1.52614087e-05
0.002175,-3.27342368e-17,9.45881104e+02,9.45000291e+02,3.10539339e-05
0.00218,-3.34670989e-17,9.45462585e+02,9.45000291e+02,3.10539339e-05
0.002185,-3.41999578e-17,9.45044067e+02,9.45000291e+02,3.10539339e-05
0.00219,-3.49327836e-17,9.44625549e+02,9.45000291e+02,3.10539339e-05
0.002195,-3.56656424e-17,9.44207031e+02,9.45000291e+02,3.10539339e-05
0.0022,-3.63985013e-17,9.43788513e+02,9.45000291e+02,3.10539339e-05
0.002205,-3.70142843e-17,9.43367920e+02,9.43478953e+02,6.31670407e-05
0.00221,-3.76300673e-17,9.42947327e+02,9.43478953e+02,6.31670407e-05
0.002215,-3.82458504e-17,9.42526733e+02,9.43478953e+02,6.31670407e-05
0.00222,-3.88616036e-17,9.42106140e+02,9.43478953e+02,6.31670407e-05
0.002225,-3.94773866e-17,9.41685547e+02,9.43478953e+02,6.31670407e-05
0.00223,-4.00931730e-17,9.41264893e+02,9.41934954e+02,1.28453140e-04
0.002235,-4.07089560e-17,9.40844299e+02,9.41934954e+02,1.28453140e-04
0.00224,-4.13247390e-17,9.40423706e+02,9.41934954e+02,1.28453140e-04
0.002245,-4.19405221e-17,9.40003113e+02,9.41934954e+02,1.28453140e-04
0.00225,-4.25562753e-17,9.39582520e+02,9.41934954e+02,1.28453140e-04
0.002255,-4.28038935e-17,9.39201477e+02,9.40344247e+02,2.61153072e-04
0.00226,-4.30515116e-17,9.38820435e+02,9.40344247e+02,2.61153072e-04
0.002265,-4.32991298e-17,9.38439453e+02,9.40344247e+02,2.61153072e-04
0.00227,-4.35467513e-17,9.38058411e+02,9.40344247e+02,2.61153072e-04
0.002275,-4.37943695e-17,9.37677368e+02,9.38657301e+02,5.30811871e-04
0.00228,-4.40419744e-17,9.37296326e+02,9.38657301e+02,5.30811871e-04
0.002285,-4.42895959e-17,9.36915283e+02,9.38657301e+02,5.30811871e-04
0.00229,-4.45372141e-17,9.36534302e+02,9.38657301e+02,5.30811871e-04
0.002295,-4.47848322e-17,9.36153259e+02,9.38657301e+02,5.30811871e-04
0.0023,-4.50324504e-17,9.35772217e+02,9.36772168e+02,1.07857990e-03
0.002305,-4.46481787e-17,9.35532959e+02,9.36772168e+02,1.07857990e-03
0.00231,-4.42639268e-17,9.35293762e+02,9.36772168e+02,1.07857990e-03
0.002315,-4.38796551e-17,9.35054504e+02,9.36772168e+02,1.07857990e-03
0.00232,-4.34953834e-17,9.34815247e+02,9.36772168e+02,1.07857990e-03
0.002325,-4.31111117e-17,9.34575989e+02,9.36772168e+02,1.07857990e-03
0.00233,-4.27268433e-17,9.34336731e+02,9.34479362e+02,2.19053868e-03
0.002335,-4.23425715e-17,9.34097473e+02,9.34479362e+02,2.19053868e-03
0.00234,-4.19583197e-17,9.33858276e+02,9.34479362e+02,2.19053868e-03
0.002345,-4.15740480e-17,9.33619019e+02,9.34479362e+02,2.19053868e-03
0.00235,-4.11897762e-17,9.33379761e+02,9.34479362e+02,2.19053868e-03
0.002355,-4.00980732e-17,9.33523560e+02,9.31349817e+02,4.44487681e-03
0.00236,-3.90063701e-17,9.33667358e+02,9.31349817e+02,4.44487681e-03
0.002365,-3.79146671e-17,9.33811157e+02,9.31349817e+02,4.44487681e-03
0.00237,-3.68230170e-17,9.33954956e+02,9.31349817e+02,4.44487681e-03
0.002375,-3.57313139e-17,9.34098755e+02,9.31349817e+02,4.44487681e-03
0.00238,-3.46396109e-17,9.34242554e+02,9.26510542e+02,9.00345175e-03
0.002385,-3.35479079e-17,9.34386353e+02,9.26510542e+02,9.00345175e-03
0.00239,-3.24562048e-17,9.34530151e+02,9.26510542e+02,9.00345175e-03
0.002395,-3.13645018e-17,9.34673950e+02,9.26510542e+02,9.00345175e-03
0.0024,-3.02727987e-17,9.34817749e+02,9.18209253e+02,1.81737583e-02
0.002405,-2.87685608e-17,9.35619324e+02,9.18209253e+02,1.81737583e-02
0.00241,-2.72642551e-17,9.36420898e+02,9.18209253e+02,1.81737583e-02
0.002415,-2.57599494e-17,9.37222473e+02,9.18209253e+02,1.81737583e-02
0.00242,-2.42556421e-17,9.38024048e+02,9.18209253e+02,1.81737583e-02
0.002425,-2.27513364e-17,9.38825623e+02,9.03025433e+02,3.64294731e-02
0.00243,-2.12470307e-17,9.39627197e+02,9.03025433e+02,3.64294731e-02
0.002435,-1.97427928e-17,9.40428772e+02,9.03025433e+02,3.64294731e-02
0.00244,-1.82384871e-17,9.41230347e+02,9.03025433e+02,3.64294731e-02
0.002445,-1.67341798e-17,9.42031921e+02,9.03025433e+02,3.64294731e-02
0.00245,-1.52298741e-17,9.42833496e+02,8.74659488e+02,7.20200735e-02
0.002455,1.17438601e-03,9.42010010e+02,8.74659488e+02,7.20200735e-02
0.00246,2.34877202e-03,9.41186584e+02,8.74659488e+02,7.20200735e-02
0.002465,3.52310319e-03,9.40363159e+02,8.74659488e+02,7.20200735e-02
0.00247,4.69748909e-03,9.39539734e+02,8.74659488e+02,7.20200735e-02
0.002475,5.87187521e-03,9.38716248e+02,8.74659488e+02,7.20200735e-02
0.00248,7.04626134e-03,9.37892761e+02,8.22881948e+02,1.38607387e-01
0.002485,8.22064746e-03,9.37069336e+02,8.22881948e+02,1.38607387e-01
0.00249,9.39503312e-03,9.36245850e+02,8.22881948e+02,1.38607387e-01
0.002495,1.05693648e-02,9.35422485e+02,8.22881948e+02,1.38607387e-01
0.0025,1.17437504e-02,9.34598999e+02,8.22881948e+02,1.38607387e-01
0.002505,3.82570475e-02,9.07048706e+02,7.35455761e+02,2.53765417e-01
0.00251,6.47703484e-02,8.79498413e+02,7.35455761e+02,2.53765417e-01
0.002515,9.12836418e-02,8.51948181e+02,7.35455761e+02,2.53765417e-01
0.00252,1.17796943e-01,8.24397888e+02,7.35455761e+02,2.53765417e-01
0.002525,1.44308999e-01,7.96848877e+02,7.35455761e+02,2.53765417e-01
0.00253,1.70822307e-01,7.69298584e+02,6.08932902e+02,4.26606034e-01
0.002535,1.97335601e-01,7.41748291e+02,6.08932902e+02,4.26606034e-01
0.00254,2.23848894e-01,7.14198059e+02,6.08932902e+02,4.26606034e-01
0.002545,2.50362188e-01,6.86647766e+02,6.08932902e+02,4.26606034e-01
0.00255,2.76875496e-01,6.59097473e+02,4.66415573e+02,6.32621919e-01
0.002555,3.25135887e-01,6.26094849e+02,4.66415573e+02,6.32621919e-01
0.00256,3.73398542e-01,5.93090759e+02,4.66415573e+02,6.32621919e-01
0.002565,4.21661198e-01,5.60086609e+02,4.66415573e+02,6.32621919e-01
0.00257,4.69923854e-01,5.27082458e+02,4.66415573e+02,6.32621919e-01
0.002575,5.18186510e-01,4.94078369e+02,3.51459809e+02,8.11207394e-01
0.00258,5.66449165e-01,4.61074219e+02,3.51459809e+02,8.11207394e-01
0.002585,6.14709556e-01,4.28071625e+02,3.51459809e+02,8.11207394e-01
0.00259,6.62972212e-01,3.95067505e+02,3.51459809e+02,8.11207394e-01
0.002595,7.11234868e-01,3.62063354e+02,3.51459809e+02,8.11207394e-01
0.0026,7.59497523e-01,3.29059235e+02,3.51459809e+02,8.11207394e-01
0.002605,7.82984555e-01,3.21814026e+02,2.85760573e+02,9.20299383e-01
0.00261,8.06471586e-01,3.14568817e+02,2.85760573e+02,9.20299383e-01
0.002615,8.29957545e-01,3.07323914e+02,2.85760573e+02,9.20299383e-01
0.00262,8.53444576e-01,3.00078705e+02,2.85760573e+02,9.20299383e-01
0.002625,8.76931667e-01,2.92833496e+02,2.85760573e+02,9.20299383e-01
0.00263,9.00418699e-01,2.85588287e+02,2.56579679e+02,9.70266931e-01
0.002635,9.23905730e-01,2.78343079e+02,2.56579679e+02,9.70266931e-01
0.00264,9.47392762e-01,2.71097839e+02,2.56579679e+02,9.70266931e-01
0.002645,9.70878720e-01,2.63852966e+02,2.56579679e+02,9.70266931e-01
0.00265,9.94365752e-01,2.56607758e+02,2.56579679e+02,9.70266931e-01
0.002655,9.94929194e-01,2.55882172e+02,2.44838841e+02,9.89530107e-01
0.00266,9.95492578e-01,2.55156601e+02,2.44838841e+02,9.89530107e-01
0.002665,9.96056020e-01,2.54431015e+02,2.44838841e+02,9.89530107e-01
0.00267,9.96619463e-01,2.53705444e+02,2.44838841e+02,9.89530107e-01
0.002675,9.97182906e-01,2.52979858e+02,2.39795280e+02,9.96395132e-01
0.00268,9.97746289e-01,2.52254303e+02,2.39795280e+02,9.96395132e-01
0.002685,9.98309731e-01,2.51528732e+02,2.39795280e+02,9.96395132e-01
0.00269,9.98873174e-01,2.50803146e+02,2.39795280e+02,9.96395132e-01
0.002695,9.99436557e-01,2.50077576e+02,2.39795280e+02,9.96395132e-01
0.0027,1.00000000e+00,2.49351990e+02,2.37099668e+02,9.98768747e-01
0.002705,1.00000000e+00,2.48718155e+02,2.37099668e+02,9.98768747e-01
0.00271,1.00000000e+00,2.48084366e+02,2.37099668e+02,9.98768747e-01
0.002715,1.00000000e+00,2.47450531e+02,2.37099668e+02,9.98768747e-01
0.00272,1.00000000e+00,2.46816696e+02,2.37099668e+02,9.98768747e-01
0.002725,1.00000000e+00,2.46182861e+02,2.35199842e+02,9.99580630e-01
0.00273,1.00000000e+00,2.45549042e+02,2.35199842e+02,9.99580630e-01
0.002735,1.00000000e+00,2.44915207e+02,2.35199842e+02,9.99580630e-01
0.00274,1.00000000e+00,2.44281403e+02,2.35199842e+02,9.99580630e-01
0.002745,1.00000000e+00,2.43647583e+02,2.35199842e+02,9.99580630e-01
0.00275,1.00000000e+00,2.43013748e+02,2.35199842e+02,9.99580630e-01
0.002755,1.00000000e+00,2.42478622e+02,2.33566545e+02,9.99857297e-01
0.00276,1.00000000e+00,2.41943497e+02,2.33566545e+02,9.99857297e-01
0.002765,1.00000000e+00,2.41408356e+02,2.33566545e+02,9.99857297e-01
0.00277,1.00000000e+00,2.40873260e+02,2.33566545e+02,9.99857297e-01
0.002775,1.00000000e+00,2.40338135e+02,2.33566545e+02,9.99857297e-01
0.00278,1.00000000e+00,2.39802994e+02,2.32022153e+02,9.99951457e-01
0.002785,1.00000000e+00,2.39267868e+02,2.32022153e+02,9.99951457e-01
0.00279,1.00000000e+00,2.38732742e+02,2.32022153e+02,9.99951457e-01
0.002795,1.00000000e+00,2.38197617e+02,2.32022153e+02,9.99951457e-01
0.0028,1.00000000e+00,2.37662506e+02,2.32022153e+02,9.99951457e-01
0.002805,1.00000000e+00,2.37186371e+02,2.30507374e+02,9.99983489e-01
0.00281,1.00000000e+00,2.36710251e+02,2.30507374e+02,9.99983489e-01
0.002815,1.00000000e+00,2.36234116e+02,2.30507374e+02,9.99983489e-01
0.00282,1.00000000e+00,2.35757996e+02,2.30507374e+02,9.99983489e-01
0.002825,1.00000000e+00,2.35281860e+02,2.29002455e+02,9.99994384e-01
0.00283,1.00000000e+00,2.34805756e+02,2.29002455e+02,9.99994384e-01
0.002835,1.00000000e+00,2.34329636e+02,2.29002455e+02,9.99994384e-01
0.00284,1.00000000e+00,2.33853500e+02,2.29002455e+02,9.99994384e-01
0.002845,1.00000000e+00,2.33377380e+02,2.29002455e+02,9.99994384e-01
0.00285,1.00000000e+00,2.32901245e+02,2.27500817e+02,9.99998090e-01
0.002855,1.00000000e+00,2.32470413e+02,2.27500817e+02,9.99998090e-01
0.00286,1.00000000e+00,2.32039612e+02,2.27500817e+02,9.99998090e-01
0.002865,1.00000000e+00,2.31608780e+02,2.27500817e+02,9.99998090e-01
0.00287,1.00000000e+00,2.31177948e+02,2.27500817e+02,9.99998090e-01
0.002875,1.00000000e+00,2.30747131e+02,2.27500817e+02,9.99998090e-01
0.00288,1.00000000e+00,2.30316299e+02,2.26000272e+02,9.99999350e-01
0.002885,1.00000000e+00,2.29885468e+02,2.26000272e+02,9.99999350e-01
0.00289,1.00000000e+00,2.29454666e+02,2.26000272e+02,9.99999350e-01
0.002895,1.00000000e+00,2.29023834e+02,2.26000272e+02,9.99999350e-01
0.0029,1.00000000e+00,2.28593002e+02,2.26000272e+02,9.99999350e-01
0.002905,1.00000000e+00,2.28198273e+02,2.24500091e+02,9.99999779e-01
0.00291,1.00000000e+00,2.27803543e+02,2.24500091e+02,9.99999779e-01
0.002915,1.00000000e+00,2.27408829e+02,2.24500091e+02,9.99999779e-01
0.00292,1.00000000e+00,2.27014099e+02,2.24500091e+02,9.99999779e-01
0.002925,1.00000000e+00,2.26619385e+02,2.24500091e+02,9.99999779e-01
0.00293,1.00000000e+00,2.26224655e+02,2.23000030e+02,9.99999925e-01
0.002935,1.00000000e+00,2.25829926e+02,2.23000030e+02,9.99999925e-01
0.00294,1.00000000e+00,2.25435211e+02,2.23000030e+02,9.99999925e-01
0.002945,1.00000000e+00,2.25040482e+02,2.23000030e+02,9.99999925e-01
0.00295,1.00000000e+00,2.24645752e+02,2.21500010e+02,9.99999974e-01
0.002955,1.00000000e+00,2.24278458e+02,2.21500010e+02,9.99999974e-01
0.00296,1.00000000e+00,2.23911163e+02,2.21500010e+02,9.99999974e-01
0.002965,1.00000000e+00,2.23543854e+02,2.21500010e+02,9.99999974e-01
0.00297,1.00000000e+00,2.23176559e+02,2.21500010e+02,9.99999974e-01
0.002975,1.00000000e+00,2.22809250e+02,2.20000003e+02,9.99999991e-01
0.00298,1.00000000e+00,2.22441940e+02,2.20000003e+02,9.99999991e-01
0.002985,1.00000000e+00,2.22074661e+02,2.20000003e+02,9.99999991e-01
0.00299,1.00000000e+00,2.21707352e+02,2.20000003e+02,9.99999991e-01
0.002995,1.00000000e+00,2.21340057e+02,2.20000003e+02,9.99999991e-01
0.003,1.00000000e+00,2.20972748e+02,2.18500001e+02,9.99999997e-01
0.003005,1.00000000e+00,2.20625839e+02,2.18500001e+02,9.99999997e-01
0.00301,1.00000000e+00,2.20278946e+02,2.18500001e+02,9.99999997e-01
0.003015,1.00000000e+00,2.19932053e+02,2.18500001e+02,9.99999997e-01
0.00302,1.00000000e+00,2.19585159e+02,2.18500001e+02,9.99999997e-01
0.003025,1.00000000e+00,2.19238251e+02,2.18500001e+02,9.99999997e-01
0.00303,1.00000000e+00,2.18891342e+02,2.17000000e+02,9.99999999e-01
0.003035,1.00000000e+00,2.18544449e+02,2.17000000e+02,9.99999999e-01
0.00304,1.00000000e+00,2.18197540e+02,2.17000000e+02,9.99999999e-01
0.003045,1.00000000e+00,2.17850662e+02,2.17000000e+02,9.99999999e-01
0.00305,1.00000000e+00,2.17503754e+02,2.17000000e+02,9.99999999e-01
0.003055,1.00000000e+00,2.17171829e+02,2.15500000e+02,1.00000000e+00
0.00306,1.00000000e+00,2.16839905e+02,2.15500000e+02,1.00000000e+00
0.003065,1.00000000e+00,2.16507965e+02,2.15500000e+02,1.00000000e+00
0.00307,1.00000000e+00,2.16176041e+02,2.15500000e+02,1.00000000e+00
0.003075,1.00000000e+00,2.15844131e+02,2.15500000e+02,1.00000000e+00
0.00308,1.00000000e+00,2.15512207e+02,2.14000000e+02,1.00000000e+00
0.003085,1.00000000e+00,2.15180283e+02,2.14000000e+02,1.00000000e+00
0.00309,1.00000000e+00,2.14848343e+02,2.14000000e+02,1.00000000e+00
0.003095,1.00000000e+00,2.14516418e+02,2.14000000e+02,1.00000000e+00
0.0031,1.00000000e+00,2.14184494e+02,2.12500000e+02,1.00000000e+00
0.003105,1.00000000e+00,2.13863434e+02,2.12500000e+02,1.00000000e+00
0.00311,1.00000000e+00,2.13542358e+02,2.12500000e+02,1.00000000e+00
0.003115,1.00000000e+00,2.13221283e+02,2.12500000e+02,1.00000000e+00
0.00312,1.00000000e+00,2.12900208e+02,2.12500000e+02,1.00000000e+00
0.003125,1.00000000e+00,2.12579132e+02,2.11000000e+02,1.00000000e+00
0.00313,1.00000000e+00,2.12258041e+02,2.11000000e+02,1.00000000e+00
0.003135,1.00000000e+00,2.11936981e+02,2.11000000e+02,1.00000000e+00
0.00314,1.00000000e+00,2.11615906e+02,2.11000000e+02,1.00000000e+00
0.003145,1.00000000e+00,2.11294830e+02,2.11000000e+02,1.00000000e+00
0.00315,1.00000000e+00,2.10973755e+02,2.11000000e+02,1.00000000e+00
0.003155,1.00000000e+00,2.10660278e+02,2.09500000e+02,1.00000000e+00
0.00316,1.00000000e+00,2.10346802e+02,2.09500000e+02,1.00000000e+00
0.003165,1.00000000e+00,2.10033340e+02,2.09500000e+02,1.00000000e+00
0.00317,1.00000000e+00,2.09719864e+02,2.09500000e+02,1.00000000e+00
0.003175,1.00000000e+00,2.09406372e+02,2.09500000e+02,1.00000000e+00
0.00318,1.00000000e+00,2.09092896e+02,2.08000000e+02,1.00000000e+00
0.003185,1.00000000e+00,2.08779419e+02,2.08000000e+02,1.00000000e+00
0.00319,1.00000000e+00,2.08465942e+02,2.08000000e+02,1.00000000e+00
0.003195,1.00000000e+00,2.08152466e+02,2.08000000e+02,1.00000000e+00
0.0032,1.00000000e+00,2.07839005e+02,2.08000000e+02,1.00000000e+00
0.003205,1.00000000e+00,2.07530609e+02,2.06500000e+02,1.00000000e+00
0.00321,1.00000000e+00,2.07222198e+02,2.06500000e+02,1.00000000e+00
0.003215,1.00000000e+00,2.06913803e+02,2.06500000e+02,1.00000000e+00
0.00322,1.00000000e+00,2.06605392e+02,2.06500000e+02,1.00000000e+00
0.003225,1.00000000e+00,2.06296997e+02,2.05000000e+02,1.00000000e+00
0.00323,1.00000000e+00,2.05988617e+02,2.05000000e+02,1.00000000e+00
0.003235,1.00000000e+00,2.05680206e+02,2.05000000e+02,1.00000000e+00
0.00324,1.00000000e+00,2.05371811e+02,2.05000000e+02,1.00000000e+00
0.003245,1.00000000e+00,2.05063400e+02,2.05000000e+02,1.00000000e+00
0.00325,1.00000000e+00,2.04755005e+02,2.03500000e+02,1.00000000e+00
0.003255,1.00000000e+00,2.04449860e+02,2.03500000e+02,1.00000000e+00
0.00326,1.00000000e+00,2.04144714e+02,2.03500000e+02,1.00000000e+00
0.003265,1.00000000e+00,2.03839554e+02,2.03500000e+02,1.00000000e+00
0.00327,1.00000000e+00,2.03534409e+02,2.03500000e+02,1.00000000e+00
0.003275,1.00000000e+00,2.03229248e+02,2.03500000e+02,1.00000000e+00
0.00328,1.00000000e+00,2.02924103e+02,2.02000000e+02,1.00000000e+00
0.003285,1.00000000e+00,2.02618958e+02,2.02000000e+02,1.00000000e+00
0.00329,1.00000000e+00,2.02313812e+02,2.02000000e+02,1.00000000e+00
0.003295,1.00000000e+00,2.02008652e+02,2.02000000e+02,1.00000000e+00
0.0033,1.00000000e+00,2.01703506e+02,2.02000000e+02,1.00000000e+00
0.003305,1.00000000e+00,2.01400360e+02,2.00500000e+02,1.00000000e+00
0.00331,1.00000000e+00,2.01097198e+02,2.00500000e+02,1.00000000e+00
0.003315,1.00000000e+00,2.00794052e+02,2.00500000e+02,1.00000000e+00
0.00332,1.00000000e+00,2.00490906e+02,2.00500000e+02,1.00000000e+00
0.003325,1.00000000e+00,2.00187744e+02,2.00500000e+02,1.00000000e+00
0.00333,1.00000000e+00,1.99884598e+02,1.99000000e+02,1.00000000e+00
0.003335,1.00000000e+00,1.99581451e+02,1.99000000e+02,1.00000000e+00
0.00334,1.00000000e+00,1.99278290e+02,1.99000000e+02,1.00000000e+00
0.003345,1.00000000e+00,1.98975143e+02,1.99000000e+02,1.00000000e+00
0.00335,1.00000000e+00,1.98671997e+02,1.99000000e+02,1.00000000e+00
0.003355,1.00000000e+00,1.98370071e+02,1.97500000e+02,1.00000000e+00
0.00336,1.00000000e+00,1.98068146e+02,1.97500000e+02,1.00000000e+00
0.003365,1.00000000e+00,1.97766220e+02,1.97500000e+02,1.00000000e+00
0.00337,1.00000000e+00,1.97464294e+02,1.97500000e+02,1.00000000e+00
0.003375,1.00000000e+00,1.97162369e+02,1.96000000e+02,1.00000000e+00
0.00338,1.00000000e+00,1.96860443e+02,1.96000000e+02,1.00000000e+00
0.003385,1.00000000e+00,1.96558517e+02,1.96000000e+02,1.00000000e+00
0.00339,1.00000000e+00,1.96256592e+02,1.96000000e+02,1.00000000e+00
0.003395,1.00000000e+00,1.95954666e+02,1.96000000e+02,1.00000000e+00
0.0034,1.00000000e+00,1.95652740e+02,1.94500000e+02,1.00000000e+00
0.003405,1.00000000e+00,1.95351608e+02,1.94500000e+02,1.00000000e+00
0.00341,1.00000000e+00,1.95050507e+02,1.94500000e+02,1.00000000e+00
0.003415,1.00000000e+00,1.94749374e+02,1.94500000e+02,1.00000000e+00
0.00342,1.00000000e+00,1.94448257e+02,1.94500000e+02,1.00000000e+00
0.003425,1.00000000e+00,1.94147125e+02,1.94500000e+02,1.00000000e+00
0.00343,1.00000000e+00,1.93845993e+02,1.93000000e+02,1.00000000e+00
0.003435,1.00000000e+00,1.93544876e+02,1.93000000e+02,1.00000000e+00
0.00344,1.00000000e+00,1.93243759e+02,1.93000000e+02,1.00000000e+00
0.003445,1.00000000e+00,1.92942642e+02,1.93000000e+02,1.00000000e+00
0.00345,1.00000000e+00,1.92641510e+02,1.93000000e+02,1.00000000e+00
0.003455,1.00000000e+00,1.92340988e+02,1.91500000e+02,1.00000000e+00
0.00346,1.00000000e+00,1.92040451e+02,1.91500000e+02,1.00000000e+00
0.003465,1.00000000e+00,1.91739929e+02,1.91500000e+02,1.00000000e+00
0.00347,1.00000000e+00,1.91439407e+02,1.91500000e+02,1.00000000e+00
0.003475,1.00000000e+00,1.91138885e+02,1.91500000e+02,1.00000000e+00
0.00348,1.00000000e+00,1.90838364e+02,1.90000000e+02,1.00000000e+00
0.003485,1.00000000e+00,1.90537842e+02,1.90000000e+02,1.00000000e+00
0.00349,1.00000000e+00,1.90237320e+02,1.90000000e+02,1.00000000e+00
0.003495,1.00000000e+00,1.89936783e+02,1.90000000e+02,1.00000000e+00
0.0035,1.00000000e+00,1.89636261e+02,1.88500000e+02,1.00000000e+00
0.003505,1.00000000e+00,1.89336273e+02,1.88500000e+02,1.00000000e+00
0.00351,1.00000000e+00,1.89036270e+02,1.88500000e+02,1.00000000e+00
0.003515,1.00000000e+00,1.88736267e+02,1.88500000e+02,1.00000000e+00
0.00352,1.00000000e+00,1.88436264e+02,1.88500000e+02,1.00000000e+00
0.003525,1.00000000e+00,1.88136261e+02,1.87000000e+02,1.00000000e+00
0.00353,1.00000000e+00,1.87836243e+02,1.87000000e+02,1.00000000e+00
0.003535,1.00000000e+00,1.87536255e+02,1.87000000e+02,1.00000000e+00
0.00354,1.00000000e+00,1.87236252e+02,1.87000000e+02,1.00000000e+00
0.003545,1.00000000e+00,1.86936249e+02,1.87000000e+02,1.00000000e+00
0.00355,1.00000000e+00,1.86636246e+02,1.87000000e+02,1.00000000e+00
0.003555,1.00000000e+00,1.86336670e+02,1.85500000e+02,1.00000000e+00
0.00356,1.00000000e+00,1.86037094e+02,1.85500000e+02,1.00000000e+00
0.003565,1.00000000e+00,1.85737534e+02,1.85500000e+02,1.00000000e+00
0.00357,1.00000000e+00,1.85437958e+02,1.85500000e+02,1.00000000e+00
0.003575,1.00000000e+00,1.85138367e+02,1.85500000e+02,1.00000000e+00
0.00358,1.00000000e+00,1.84838791e+02,1.84000000e+02,1.00000000e+00
0.003585,1.00000000e+00,1.84539215e+02,1.84000000e+02,1.00000000e+00
0.00359,1.00000000e+00,1.84239639e+02,1.84000000e+02,1.00000000e+00
0.003595,1.00000000e+00,1.83940079e+02,1.84000000e+02,1.00000000e+00
0.0036,1.00000000e+00,1.83640503e+02,1.84000000e+02,1.00000000e+00
0.003605,1.00000000e+00,1.83341248e+02,1.82500000e+02,1.00000000e+00
0.00361,1.00000000e+00,1.83041992e+02,1.82500000e+02,1.00000000e+00
0.003615,1.00000000e+00,1.82742752e+02,1.82500000e+02,1.00000000e+00
0.00362,1.00000000e+00,1.82443497e+02,1.82500000e+02,1.00000000e+00
0.003625,1.00000000e+00,1.82144257e+02,1.82500000e+02,1.00000000e+00
0.00363,1.00000000e+00,1.81845001e+02,1.81000000e+02,1.00000000e+00
0.003635,1.00000000e+00,1.81545746e+02,1.81000000e+02,1.00000000e+00
0.00364,1.00000000e+00,1.81246506e+02,1.81000000e+02,1.00000000e+00
0.003645,1.00000000e+00,1.80947250e+02,1.81000000e+02,1.00000000e+00
0.00365,1.00000000e+00,1.80647995e+02,1.79500000e+02,1.00000000e+00
0.003655,1.00000000e+00,1.80349030e+02,1.79500000e+02,1.00000000e+00
0.00366,1.00000000e+00,1.80050049e+02,1.79500000e+02,1.00000000e+00
0.003665,1.00000000e+00,1.79751083e+02,1.79500000e+02,1.00000000e+00
0.00367,1.00000000e+00,1.79452103e+02,1.79500000e+02,1.00000000e+00
0.003675,1.00000000e+00,1.79153122e+02,1.78000000e+02,1.00000000e+00
0.00368,1.00000000e+00,1.78854141e+02,1.78000000e+02,1.00000000e+00
0.003685,1.00000000e+00,1.78555176e+02,1.78000000e+02,1.00000000e+00
0.00369,1.00000000e+00,1.78256210e+02,1.78000000e+02,1.00000000e+00
0.003695,1.00000000e+00,1.77957230e+02,1.78000000e+02,1.00000000e+00
0.0037,1.00000000e+00,1.77658249e+02,1.78000000e+02,1.00000000e+00
0.003705,1.00000000e+00,1.77359528e+02,1.76500000e+02,1.00000000e+00
0.00371,1.00000000e+00,1.77060791e+02,1.76500000e+02,1.00000000e+00
0.003715,1.00000000e+00,1.76762070e+02,1.76500000e+02,1.00000000e+00
0.00372,1.00000000e+00,1.76463348e+02,1.76500000e+02,1.00000000e+00
0.003725,1.00000000e+00,1.76164627e+02,1.76500000e+02,1.00000000e+00
0.00373,1.00000000e+00,1.75865906e+02,1.75000000e+02,1.00000000e+00
0.003735,1.00000000e+00,1.75567169e+02,1.75000000e+02,1.00000000e+00
0.00374,1.00000000e+00,1.75268448e+02,1.75000000e+02,1.00000000e+00
0.003745,1.00000000e+00,1.74969711e+02,1.75000000e+02,1.00000000e+00
0.00375,1.00000000e+00,1.74671005e+02,1.75000000e+02,1.00000000e+00
0.003755,1.00000000e+00,1.74372421e+02,1.73500000e+02,1.00000000e+00
0.00376,1.00000000e+00,1.74073853e+02,1.73500000e+02,1.00000000e+00
0.003765,1.00000000e+00,1.73775269e+02,1.73500000e+02,1.00000000e+00
0.00377,1.00000000e+00,1.73476700e+02,1.73500000e+02,1.00000000e+00
0.003775,1.00000000e+00,1.73178116e+02,1.72000000e+02,1.00000000e+00
0.00378,1.00000000e+00,1.72879547e+02,1.72000000e+02,1.00000000e+00
